po_id,supplier_id,business_unit,category,po_date,expected_delivery_date,total_value,payment_terms,status
PO-01211,SUP-031,facilities,mro,2025-02-20,2025-02-27,65544.92,net_30,closed
PO-01212,SUP-031,manufacturing,mro,2025-06-07,2025-06-20,47882.21,net_60,closed
PO-01213,SUP-021,logistics,mro,2024-05-17,2024-05-31,78905.51,net_60,closed
PO-01214,SUP-027,manufacturing,services,2025-11-02,2025-11-24,13659.38,net_90,closed
PO-01215,SUP-031,manufacturing,mro,2025-02-27,2025-03-13,40286.91,net_30,closed
PO-01216,SUP-031,corporate,mro,2025-04-07,2025-04-17,101590.82,net_90,closed
PO-01217,SUP-006,facilities,mro,2024-02-13,2024-02-21,143195.43,net_60,closed
PO-01218,SUP-001,manufacturing,indirect,2026-01-15,2026-01-24,54263.35,net_30,closed
PO-01219,SUP-006,manufacturing,mro,2026-01-07,2026-01-21,155608.56,net_60,closed
PO-01220,SUP-042,corporate,mro,2025-10-21,2025-11-13,27727.9,net_30,closed
PO-01221,SUP-040,facilities,direct_materials,2025-09-10,2025-09-25,2270910.88,net_30,closed
PO-01222,SUP-031,logistics,mro,2025-07-27,2025-08-10,20728.7,net_30,closed
PO-01223,SUP-006,manufacturing,mro,2025-04-22,2025-05-03,61369.76,net_30,closed
PO-01224,SUP-005,facilities,services,2025-01-01,2025-01-24,9512.86,net_90,closed
PO-01225,SUP-031,logistics,mro,2026-02-08,2026-02-16,213618.49,net_30,closed
PO-01226,SUP-043,it,direct_materials,2025-03-25,2025-04-04,2368958.88,net_30,closed
PO-01227,SUP-006,manufacturing,mro,2025-12-10,2025-12-20,75034.9,net_90,closed
PO-01228,SUP-031,corporate,mro,2025-02-08,2025-02-18,102110.86,net_30,closed
PO-01229,SUP-019,it,services,2025-11-17,2025-12-01,8825.38,net_60,closed
PO-01230,SUP-006,logistics,mro,2024-06-07,2024-06-19,77137.09,net_30,closed
PO-01231,SUP-021,facilities,mro,2024-11-15,2024-11-24,114206.97,net_30,closed
PO-01232,SUP-006,corporate,mro,2024-03-25,2024-04-06,212759.95,net_60,closed
PO-01233,SUP-019,manufacturing,services,2025-03-04,2025-03-18,12763.94,net_90,closed
PO-01234,SUP-031,it,mro,2024-11-20,2024-11-28,33894.64,net_30,closed
PO-01235,SUP-035,manufacturing,mro,2025-01-08,2025-01-29,139126.12,net_60,closed
PO-01236,SUP-021,facilities,mro,2024-11-18,2024-12-02,163511.58,net_30,closed
PO-01237,SUP-009,it,direct_materials,2025-10-13,2025-10-25,1615410.11,net_60,closed
PO-01238,SUP-031,manufacturing,mro,2025-01-31,2025-02-08,129897.73,net_60,closed
PO-01239,SUP-006,facilities,mro,2024-07-23,2024-08-02,120451.15,net_30,closed
PO-01240,SUP-049,facilities,direct_materials,2025-02-01,2025-03-14,303132.45,net_30,closed
PO-01241,SUP-007,manufacturing,services,2025-12-10,2025-12-21,20701.49,net_30,closed
PO-01242,SUP-013,it,direct_materials,2025-04-15,2025-05-18,294840.28,net_60,closed
PO-01243,SUP-031,it,mro,2025-07-06,2025-07-17,98913.75,net_30,closed
PO-01244,SUP-031,logistics,mro,2024-03-16,2024-03-27,171496.56,net_60,closed
PO-01245,SUP-009,manufacturing,direct_materials,2024-04-30,2024-05-13,5787004.39,net_30,closed
PO-01246,SUP-031,facilities,mro,2024-09-12,2024-09-19,15445.63,net_30,closed
PO-01247,SUP-031,facilities,mro,2025-11-07,2025-11-14,162514.16,net_30,closed
PO-01248,SUP-006,manufacturing,mro,2025-12-28,2026-01-07,75415.59,net_90,closed
PO-01249,SUP-009,corporate,direct_materials,2025-05-21,2025-06-02,3353149.67,net_30,closed
PO-01250,SUP-031,corporate,mro,2024-12-24,2025-01-06,27310.97,net_60,closed
PO-01251,SUP-031,corporate,mro,2024-07-16,2024-07-30,119998.51,net_30,closed
PO-01252,SUP-021,facilities,mro,2025-01-17,2025-01-28,46028.57,net_30,closed
PO-01253,SUP-024,manufacturing,mro,2025-10-18,2025-11-16,52344.15,net_90,closed
PO-01254,SUP-039,logistics,mro,2025-06-08,2025-06-27,33453.36,net_30,closed
PO-01255,SUP-019,logistics,services,2025-03-31,2025-04-10,12359.82,net_60,closed
PO-01256,SUP-040,facilities,direct_materials,2025-08-14,2025-09-04,2617074.1,net_90,closed
PO-01257,SUP-026,manufacturing,services,2024-06-06,2024-06-23,9552.31,net_30,closed
PO-01258,SUP-029,manufacturing,services,2025-04-06,2025-04-18,5389.67,net_90,closed
PO-01259,SUP-007,manufacturing,services,2025-03-19,2025-04-04,18992.28,net_60,closed
PO-01260,SUP-009,manufacturing,direct_materials,2024-03-29,2024-04-09,2197833.36,net_90,closed
PO-01261,SUP-021,manufacturing,mro,2024-09-04,2024-09-13,139523.88,net_30,closed
PO-01262,SUP-017,logistics,services,2024-04-26,2024-05-19,6029.98,net_60,closed
PO-01263,SUP-009,it,direct_materials,2024-12-29,2025-01-10,2561929.94,net_60,closed
PO-01264,SUP-029,it,services,2025-03-21,2025-04-04,10303.17,net_30,closed
PO-01265,SUP-009,it,direct_materials,2025-01-21,2025-01-29,835062.24,net_30,closed
PO-01266,SUP-031,it,mro,2025-10-18,2025-10-27,141157.09,net_60,closed
PO-01267,SUP-001,corporate,indirect,2025-11-13,2025-11-25,0.0,net_60,cancelled
PO-01268,SUP-001,manufacturing,indirect,2025-05-23,2025-06-05,102450.26,net_30,closed
PO-01269,SUP-015,it,services,2025-10-17,2025-11-01,12648.78,net_30,closed
PO-01270,SUP-021,manufacturing,mro,2024-01-25,2024-02-01,53010.02,net_30,closed
PO-01271,SUP-031,it,mro,2025-07-17,2025-07-30,234050.8,net_30,closed
PO-01272,SUP-009,it,direct_materials,2024-07-28,2024-08-08,1666669.75,net_30,closed
PO-01273,SUP-009,it,direct_materials,2024-10-10,2024-10-17,3622974.92,net_60,closed
PO-01274,SUP-006,facilities,mro,2024-10-23,2024-11-02,170102.49,net_60,closed
PO-01275,SUP-010,manufacturing,indirect,2026-02-23,2026-03-10,0.0,net_30,cancelled
PO-01276,SUP-031,it,mro,2024-03-22,2024-04-04,50572.03,net_60,closed
PO-01277,SUP-026,manufacturing,services,2025-04-10,2025-04-20,12575.46,net_90,closed
PO-01278,SUP-007,manufacturing,services,2024-01-18,2024-02-05,34746.58,net_60,closed
PO-01279,SUP-031,manufacturing,mro,2026-01-23,2026-02-05,9304.53,net_90,closed
PO-01280,SUP-031,manufacturing,mro,2025-11-24,2025-12-03,133915.17,net_60,closed
PO-01281,SUP-015,corporate,services,2024-10-19,2024-11-09,24770.12,net_60,closed
PO-01282,SUP-006,manufacturing,mro,2025-07-20,2025-08-01,13082.33,net_60,closed
PO-01283,SUP-001,manufacturing,indirect,2025-06-01,2025-06-08,87343.77,net_30,closed
PO-01284,SUP-036,facilities,services,2026-01-18,2026-02-26,3891.17,net_30,closed
PO-01285,SUP-035,corporate,mro,2024-12-26,2025-01-05,56125.06,net_60,closed
PO-01286,SUP-021,manufacturing,mro,2024-11-20,2024-11-28,107387.86,net_30,closed
PO-01287,SUP-031,facilities,mro,2024-09-22,2024-10-05,106508.1,net_60,closed
PO-01288,SUP-019,manufacturing,services,2025-01-21,2025-02-08,18758.06,net_30,closed
PO-01289,SUP-006,logistics,mro,2026-03-24,2026-04-06,121690.85,net_60,open
PO-01290,SUP-024,logistics,mro,2024-11-03,2024-12-02,127237.96,net_30,closed
PO-01291,SUP-006,manufacturing,mro,2026-02-23,2026-03-04,110946.65,net_30,open
PO-01292,SUP-015,it,services,2025-08-28,2025-09-20,24790.63,net_60,closed
PO-01293,SUP-050,manufacturing,indirect,2026-01-19,2026-02-05,9803.44,net_30,closed
PO-01294,SUP-031,facilities,mro,2025-11-26,2025-12-08,72397.58,net_30,closed
PO-01295,SUP-007,manufacturing,services,2024-09-30,2024-10-11,24319.93,net_60,closed
PO-01296,SUP-009,logistics,direct_materials,2024-05-03,2024-05-11,3653192.95,net_60,closed
PO-01297,SUP-006,facilities,mro,2024-01-21,2024-02-04,59976.25,net_30,closed
PO-01298,SUP-050,it,indirect,2024-04-29,2024-05-17,28740.31,net_60,closed
PO-01299,SUP-006,manufacturing,mro,2026-03-03,2026-03-11,34443.27,net_60,open
PO-01300,SUP-021,manufacturing,mro,2025-06-08,2025-06-17,83381.66,net_30,closed
PO-01301,SUP-010,it,indirect,2025-11-03,2025-11-19,30844.17,net_90,closed
PO-01302,SUP-016,facilities,direct_materials,2024-03-31,2024-04-21,3766287.31,net_30,closed
PO-01303,SUP-032,manufacturing,indirect,2024-12-05,2025-01-03,40522.93,net_60,closed
PO-01304,SUP-006,facilities,mro,2025-07-09,2025-07-18,118324.8,net_60,closed
PO-01305,SUP-006,manufacturing,mro,2026-02-16,2026-02-27,141226.71,net_60,open
PO-01306,SUP-050,manufacturing,indirect,2024-03-01,2024-03-18,109817.03,net_60,closed
PO-01307,SUP-031,manufacturing,mro,2025-03-28,2025-04-05,115957.97,net_60,closed
PO-01308,SUP-031,facilities,mro,2025-03-20,2025-03-28,55351.37,net_30,closed
PO-01309,SUP-006,corporate,mro,2026-01-04,2026-01-15,56857.72,net_30,closed
PO-01310,SUP-029,facilities,services,2025-12-15,2025-12-27,22412.16,net_30,closed
PO-01311,SUP-001,facilities,indirect,2025-07-30,2025-08-12,79537.05,net_30,closed
PO-01312,SUP-040,logistics,direct_materials,2025-11-25,2025-12-06,4082880.02,net_30,closed
PO-01313,SUP-031,facilities,mro,2024-07-31,2024-08-13,102150.84,net_60,closed
PO-01314,SUP-043,it,direct_materials,2024-10-07,2024-10-28,3374227.41,net_60,closed
PO-01315,SUP-031,logistics,mro,2024-05-16,2024-05-25,45025.28,net_60,closed
PO-01316,SUP-031,manufacturing,mro,2025-02-10,2025-02-18,209800.92,net_60,closed
PO-01317,SUP-048,it,indirect,2024-06-11,2024-06-27,92041.81,net_30,closed
PO-01318,SUP-007,manufacturing,services,2025-04-30,2025-05-13,16965.26,net_30,closed
PO-01319,SUP-026,it,services,2025-04-13,2025-04-25,48408.97,net_90,closed
PO-01320,SUP-002,facilities,mro,2024-08-07,2024-08-28,92763.13,net_30,closed
PO-01321,SUP-031,manufacturing,mro,2024-10-26,2024-11-03,66971.14,net_60,closed
PO-01322,SUP-009,manufacturing,direct_materials,2025-08-16,2025-08-30,4466406.5,net_60,closed
PO-01323,SUP-002,manufacturing,mro,2025-02-01,2025-02-24,87137.42,net_60,closed
PO-01324,SUP-019,manufacturing,services,2025-12-14,2025-12-28,10481.93,net_60,closed
PO-01325,SUP-019,it,services,2025-03-27,2025-04-14,1555.1,net_90,closed
PO-01326,SUP-028,facilities,mro,2025-03-03,2025-03-18,158845.72,net_30,closed
PO-01327,SUP-048,corporate,indirect,2024-02-24,2024-03-11,36204.6,net_30,closed
PO-01328,SUP-031,facilities,mro,2026-03-28,2026-04-11,143350.86,net_30,open
PO-01329,SUP-048,manufacturing,indirect,2024-06-24,2024-07-13,10933.41,net_30,closed
PO-01330,SUP-031,logistics,mro,2025-11-15,2025-11-27,130922.07,net_60,closed
PO-01331,SUP-040,manufacturing,direct_materials,2024-01-15,2024-01-27,904057.69,net_30,closed
PO-01332,SUP-022,facilities,mro,2025-08-20,2025-09-18,56402.82,net_90,closed
PO-01333,SUP-031,it,mro,2025-03-25,2025-04-01,257537.42,net_30,closed
PO-01334,SUP-031,facilities,mro,2026-01-17,2026-01-26,99450.13,net_30,closed
PO-01335,SUP-026,manufacturing,services,2025-07-28,2025-08-13,20947.01,net_30,closed
PO-01336,SUP-006,logistics,mro,2026-01-05,2026-01-19,203577.12,net_90,closed
PO-01337,SUP-006,it,mro,2024-04-25,2024-05-04,26109.14,net_60,closed
PO-01338,SUP-006,facilities,mro,2025-08-27,2025-09-03,72077.46,net_60,closed
PO-01339,SUP-007,it,services,2025-01-16,2025-01-26,23848.59,net_60,closed
PO-01340,SUP-009,logistics,direct_materials,2024-11-30,2024-12-14,1804420.68,net_30,closed
PO-01341,SUP-037,it,direct_materials,2025-11-28,2025-12-23,990761.06,net_30,closed
PO-01342,SUP-009,facilities,direct_materials,2025-06-12,2025-06-20,2079673.15,net_30,closed
PO-01343,SUP-009,manufacturing,direct_materials,2026-01-16,2026-01-28,832659.53,net_60,closed
PO-01344,SUP-009,manufacturing,direct_materials,2025-02-08,2025-02-15,690870.56,net_30,closed
PO-01345,SUP-007,manufacturing,services,2025-01-22,2025-02-07,6937.84,net_30,closed
PO-01346,SUP-019,facilities,services,2024-03-05,2024-03-26,15181.09,net_30,closed
PO-01347,SUP-031,manufacturing,mro,2026-03-14,2026-03-24,94283.83,net_30,open
PO-01348,SUP-006,it,mro,2025-10-10,2025-10-18,72259.45,net_30,closed
PO-01349,SUP-003,corporate,services,2024-09-13,2024-10-03,12652.1,net_90,closed
PO-01350,SUP-006,manufacturing,mro,2026-01-26,2026-02-02,147500.42,net_30,closed
PO-01351,SUP-032,facilities,indirect,2024-09-09,2024-10-05,74966.29,net_60,closed
PO-01352,SUP-033,manufacturing,direct_materials,2025-05-26,2025-06-20,306231.09,net_60,closed
PO-01353,SUP-006,facilities,mro,2024-03-04,2024-03-12,70251.56,net_90,closed
PO-01354,SUP-031,logistics,mro,2024-11-28,2024-12-10,78570.79,net_60,closed
PO-01355,SUP-009,facilities,direct_materials,2025-05-16,2025-05-25,2308632.58,net_90,closed
PO-01356,SUP-006,facilities,mro,2025-02-15,2025-02-28,143257.61,net_30,closed
PO-01357,SUP-008,facilities,services,2025-12-21,2026-01-16,20659.12,net_90,closed
PO-01358,SUP-006,facilities,mro,2024-04-10,2024-04-21,8453.02,net_30,closed
PO-01359,SUP-035,corporate,mro,2024-06-01,2024-06-20,84715.91,net_60,closed
PO-01360,SUP-013,facilities,direct_materials,2024-06-20,2024-08-01,799790.23,net_30,closed
PO-01361,SUP-031,corporate,mro,2026-03-05,2026-03-19,80123.21,net_30,open
PO-01362,SUP-006,logistics,mro,2025-12-27,2026-01-09,153412.38,net_90,closed
PO-01363,SUP-031,logistics,mro,2024-10-11,2024-10-19,125051.55,net_60,closed
PO-01364,SUP-031,it,mro,2024-10-25,2024-11-03,124950.18,net_60,closed
PO-01365,SUP-031,logistics,mro,2025-11-27,2025-12-08,75634.68,net_30,closed
PO-01366,SUP-021,manufacturing,mro,2024-04-20,2024-05-04,132962.41,net_30,closed
PO-01367,SUP-009,manufacturing,direct_materials,2025-11-27,2025-12-10,1140626.75,net_30,closed
PO-01368,SUP-023,manufacturing,mro,2024-06-27,2024-08-02,38471.55,net_30,closed
PO-01369,SUP-008,logistics,services,2025-09-05,2025-09-26,15838.16,net_30,closed
PO-01370,SUP-001,manufacturing,indirect,2024-04-30,2024-05-11,83753.25,net_60,closed
PO-01371,SUP-015,manufacturing,services,2024-01-04,2024-01-24,25994.49,net_60,closed
PO-01372,SUP-031,facilities,mro,2024-09-15,2024-09-25,164638.73,net_30,closed
PO-01373,SUP-026,corporate,services,2024-03-16,2024-03-26,10191.61,net_60,closed
PO-01374,SUP-037,facilities,direct_materials,2025-04-21,2025-05-18,1603608.85,net_30,closed
PO-01375,SUP-035,facilities,mro,2024-12-28,2025-01-18,101717.78,net_30,closed
PO-01376,SUP-006,facilities,mro,2025-09-25,2025-10-07,257436.27,net_30,closed
PO-01377,SUP-009,manufacturing,direct_materials,2026-03-29,2026-04-06,3238661.83,net_30,open
PO-01378,SUP-031,logistics,mro,2025-01-05,2025-01-18,50308.89,net_30,closed
PO-01379,SUP-031,logistics,mro,2025-02-24,2025-03-04,85488.91,net_60,closed
PO-01380,SUP-006,logistics,mro,2025-04-04,2025-04-14,124380.66,net_30,closed
PO-01381,SUP-006,manufacturing,mro,2024-04-07,2024-04-14,228244.42,net_30,closed
PO-01382,SUP-031,manufacturing,mro,2024-11-22,2024-12-02,43546.8,net_60,closed
PO-01383,SUP-009,logistics,direct_materials,2024-11-23,2024-12-02,807144.57,net_60,closed
PO-01384,SUP-037,manufacturing,direct_materials,2026-01-27,2026-02-15,1368112.31,net_90,closed
PO-01385,SUP-031,manufacturing,mro,2025-10-11,2025-10-19,29287.76,net_30,closed
PO-01386,SUP-027,it,services,2025-07-06,2025-07-28,13761.9,net_30,closed
PO-01387,SUP-001,manufacturing,indirect,2024-03-29,2024-04-12,27157.66,net_30,closed
PO-01388,SUP-031,logistics,mro,2025-03-09,2025-03-17,184890.73,net_60,closed
PO-01389,SUP-006,manufacturing,mro,2024-04-15,2024-04-23,83231.12,net_90,closed
PO-01390,SUP-031,manufacturing,mro,2026-02-11,2026-02-18,230054.04,net_60,open
PO-01391,SUP-021,manufacturing,mro,2025-09-18,2025-09-29,111871.85,net_30,closed
PO-01392,SUP-031,logistics,mro,2025-01-16,2025-01-23,139813.64,net_30,closed
PO-01393,SUP-007,manufacturing,services,2024-08-26,2024-09-12,32501.42,net_30,closed
PO-01394,SUP-006,logistics,mro,2025-08-25,2025-09-06,0.0,net_30,cancelled
PO-01395,SUP-009,facilities,direct_materials,2025-08-20,2025-09-01,836864.89,net_90,closed
PO-01396,SUP-008,logistics,services,2025-07-28,2025-08-13,16787.08,net_30,closed
PO-01397,SUP-019,it,services,2025-05-03,2025-05-19,8680.8,net_30,closed
PO-01398,SUP-021,manufacturing,mro,2025-04-01,2025-04-09,138989.91,net_60,closed
PO-01399,SUP-006,manufacturing,mro,2025-01-18,2025-01-27,57625.46,net_60,closed
PO-01400,SUP-006,facilities,mro,2025-08-16,2025-08-30,230533.53,net_60,closed
PO-01401,SUP-005,facilities,services,2024-10-09,2024-11-06,6106.65,net_30,closed
PO-01402,SUP-016,manufacturing,direct_materials,2024-03-28,2024-04-26,3005039.21,net_30,closed
PO-01403,SUP-029,manufacturing,services,2025-10-10,2025-10-23,13805.04,net_30,closed
PO-01404,SUP-044,manufacturing,mro,2025-01-24,2025-02-20,20254.35,net_30,closed
PO-01405,SUP-006,logistics,mro,2024-12-23,2025-01-02,197631.09,net_60,closed
PO-01406,SUP-041,manufacturing,direct_materials,2024-02-10,2024-03-01,1460069.16,net_30,closed
PO-01407,SUP-007,manufacturing,services,2024-01-20,2024-02-01,3133.51,net_30,closed
PO-01408,SUP-041,it,direct_materials,2025-06-27,2025-07-26,260149.0,net_90,closed
PO-01409,SUP-007,manufacturing,services,2025-11-07,2025-11-21,39026.66,net_30,closed
PO-01410,SUP-009,facilities,direct_materials,2024-10-22,2024-10-31,4636273.46,net_30,closed
PO-01411,SUP-021,it,mro,2024-07-01,2024-07-09,48280.17,net_30,closed
PO-01412,SUP-029,corporate,services,2024-02-23,2024-03-12,7093.58,net_30,closed
PO-01413,SUP-006,manufacturing,mro,2024-05-22,2024-06-04,172260.88,net_90,closed
PO-01414,SUP-009,facilities,direct_materials,2025-12-31,2026-01-11,1222313.69,net_60,closed
PO-01415,SUP-009,facilities,direct_materials,2024-08-03,2024-08-11,0.0,net_60,cancelled
PO-01416,SUP-035,it,mro,2025-12-27,2026-01-11,86787.13,net_30,closed
PO-01417,SUP-006,corporate,mro,2025-06-21,2025-07-04,123085.5,net_30,closed
PO-01418,SUP-009,manufacturing,direct_materials,2025-06-21,2025-07-05,4290144.43,net_60,closed
PO-01419,SUP-031,manufacturing,mro,2025-04-17,2025-04-24,71551.75,net_60,closed
PO-01420,SUP-021,manufacturing,mro,2025-11-08,2025-11-19,20151.25,net_60,closed
PO-01421,SUP-019,facilities,services,2025-11-29,2025-12-18,13462.69,net_30,closed
PO-01422,SUP-031,facilities,mro,2025-11-14,2025-11-27,79127.51,net_30,closed
PO-01423,SUP-031,manufacturing,mro,2024-12-15,2024-12-27,95670.23,net_60,closed
PO-01424,SUP-031,facilities,mro,2024-10-08,2024-10-19,78989.42,net_30,closed
PO-01425,SUP-019,it,services,2026-03-03,2026-03-22,39138.23,net_30,open
PO-01426,SUP-008,it,services,2025-05-04,2025-05-20,11917.43,net_30,closed
PO-01427,SUP-006,manufacturing,mro,2024-08-26,2024-09-06,128512.73,net_30,closed
PO-01428,SUP-031,manufacturing,mro,2024-05-26,2024-06-07,220754.7,net_30,closed
PO-01429,SUP-031,logistics,mro,2025-11-27,2025-12-11,176824.91,net_90,closed
PO-01430,SUP-021,manufacturing,mro,2024-07-09,2024-07-18,134686.07,net_60,closed
PO-01431,SUP-031,facilities,mro,2026-03-26,2026-04-05,184862.34,net_60,open
PO-01432,SUP-006,corporate,mro,2024-09-19,2024-09-26,96507.09,net_60,closed
PO-01433,SUP-006,facilities,mro,2026-01-15,2026-01-29,16158.97,net_90,closed
PO-01434,SUP-031,logistics,mro,2025-03-10,2025-03-17,73097.04,net_60,closed
PO-01435,SUP-031,manufacturing,mro,2024-05-21,2024-06-04,61634.05,net_60,closed
PO-01436,SUP-006,manufacturing,mro,2024-01-25,2024-02-05,132412.71,net_30,closed
PO-01437,SUP-031,facilities,mro,2024-03-04,2024-03-11,43291.2,net_30,closed
PO-01438,SUP-021,manufacturing,mro,2025-09-10,2025-09-17,73336.86,net_30,closed
PO-01439,SUP-026,facilities,services,2024-02-24,2024-03-10,28336.04,net_30,closed
PO-01440,SUP-031,manufacturing,mro,2026-01-18,2026-01-28,109430.91,net_90,closed
PO-01441,SUP-038,it,services,2025-02-07,2025-03-15,2920.16,net_60,closed
PO-01442,SUP-007,logistics,services,2024-01-12,2024-01-28,11100.79,net_90,closed
PO-01443,SUP-018,logistics,services,2024-06-10,2024-07-10,22830.51,net_60,closed
PO-01444,SUP-031,manufacturing,mro,2024-08-11,2024-08-21,49008.3,net_90,closed
PO-01445,SUP-008,logistics,services,2025-09-27,2025-10-13,25237.34,net_60,closed
PO-01446,SUP-006,manufacturing,mro,2025-09-01,2025-09-13,37527.38,net_30,closed
PO-01447,SUP-020,logistics,mro,2024-02-02,2024-03-01,34458.2,net_30,closed
PO-01448,SUP-031,corporate,mro,2025-01-23,2025-02-05,82070.77,net_30,closed
PO-01449,SUP-007,logistics,services,2025-12-28,2026-01-14,20802.81,net_30,closed
PO-01450,SUP-031,corporate,mro,2025-07-14,2025-07-25,53595.18,net_60,closed
PO-01451,SUP-031,logistics,mro,2024-09-05,2024-09-16,27366.01,net_30,closed
PO-01452,SUP-001,logistics,indirect,2025-10-05,2025-10-15,0.0,net_60,cancelled
PO-01453,SUP-006,manufacturing,mro,2025-11-07,2025-11-15,159443.21,net_30,closed
PO-01454,SUP-023,logistics,mro,2024-01-19,2024-02-13,13710.34,net_90,closed
PO-01455,SUP-031,facilities,mro,2024-01-03,2024-01-17,87870.35,net_30,closed
PO-01456,SUP-021,logistics,mro,2026-02-02,2026-02-11,22883.2,net_30,closed
PO-01457,SUP-035,manufacturing,mro,2025-05-01,2025-05-22,64925.41,net_60,closed
PO-01458,SUP-007,logistics,services,2025-08-02,2025-08-15,7675.44,net_90,closed
PO-01459,SUP-004,facilities,direct_materials,2025-05-10,2025-06-07,2076750.15,net_30,closed
PO-01460,SUP-031,manufacturing,mro,2024-01-03,2024-01-13,66162.63,net_60,closed
PO-01461,SUP-048,it,indirect,2024-11-16,2024-12-02,80579.2,net_30,closed
PO-01462,SUP-031,manufacturing,mro,2024-09-04,2024-09-14,135054.42,net_60,closed
PO-01463,SUP-009,it,direct_materials,2025-12-24,2026-01-02,4499027.03,net_90,closed
PO-01464,SUP-031,facilities,mro,2025-08-01,2025-08-15,143153.41,net_90,closed
PO-01465,SUP-031,facilities,mro,2025-06-16,2025-06-24,156405.34,net_60,closed
PO-01466,SUP-040,logistics,direct_materials,2025-08-14,2025-09-03,748769.67,net_30,closed
PO-01467,SUP-031,manufacturing,mro,2025-09-05,2025-09-16,152208.94,net_90,closed
PO-01468,SUP-009,logistics,direct_materials,2025-05-06,2025-05-15,1743802.65,net_60,closed
PO-01469,SUP-021,facilities,mro,2024-02-13,2024-02-25,65610.59,net_30,closed
PO-01470,SUP-030,manufacturing,direct_materials,2026-02-18,2026-03-15,561566.62,net_90,open
PO-01471,SUP-033,logistics,direct_materials,2025-12-08,2026-01-21,295981.85,net_30,closed
PO-01472,SUP-031,manufacturing,mro,2024-12-13,2024-12-20,58115.74,net_30,closed
PO-01473,SUP-031,logistics,mro,2024-08-23,2024-09-02,83659.29,net_30,closed
PO-01474,SUP-031,it,mro,2025-02-10,2025-02-20,168666.29,net_60,closed
PO-01475,SUP-021,it,mro,2025-03-20,2025-03-27,147123.94,net_30,closed
PO-01476,SUP-019,facilities,services,2025-12-15,2025-12-29,10369.88,net_30,closed
PO-01477,SUP-050,manufacturing,indirect,2025-07-29,2025-08-10,93585.19,net_30,closed
PO-01478,SUP-006,manufacturing,mro,2024-08-31,2024-09-10,129244.21,net_30,closed
PO-01479,SUP-015,logistics,services,2025-04-17,2025-05-04,6364.56,net_30,closed
PO-01480,SUP-031,it,mro,2025-11-20,2025-12-04,49015.69,net_60,closed
PO-01481,SUP-021,manufacturing,mro,2025-11-16,2025-11-30,20496.46,net_90,closed
PO-01482,SUP-019,manufacturing,services,2024-05-31,2024-06-15,27253.29,net_30,closed
PO-01483,SUP-009,logistics,direct_materials,2024-04-05,2024-04-13,3227128.6,net_90,closed
PO-01484,SUP-032,manufacturing,indirect,2024-07-12,2024-08-02,19000.54,net_60,closed
PO-01485,SUP-004,it,direct_materials,2026-02-14,2026-02-28,1920526.49,net_30,open
PO-01486,SUP-031,facilities,mro,2024-05-19,2024-05-31,13678.48,net_30,closed
PO-01487,SUP-031,facilities,mro,2025-05-27,2025-06-03,114428.44,net_30,closed
PO-01488,SUP-021,manufacturing,mro,2024-04-22,2024-05-03,37151.94,net_30,closed
PO-01489,SUP-031,facilities,mro,2024-02-20,2024-02-27,85225.25,net_30,closed
PO-01490,SUP-021,it,mro,2026-02-20,2026-03-06,85753.55,net_30,open
PO-01491,SUP-016,logistics,direct_materials,2026-02-04,2026-02-22,2931867.2,net_60,closed
PO-01492,SUP-014,it,indirect,2024-02-22,2024-03-19,69743.48,net_60,closed
PO-01493,SUP-031,corporate,mro,2025-10-25,2025-11-08,59317.01,net_30,closed
PO-01494,SUP-006,it,mro,2025-05-18,2025-05-27,120085.84,net_60,closed
PO-01495,SUP-043,manufacturing,direct_materials,2024-02-19,2024-03-01,2991518.42,net_30,closed
PO-01496,SUP-009,facilities,direct_materials,2026-02-03,2026-02-15,1326764.62,net_60,closed
PO-01497,SUP-050,corporate,indirect,2025-10-19,2025-11-01,79115.75,net_60,closed
PO-01498,SUP-009,facilities,direct_materials,2025-08-31,2025-09-13,955504.62,net_60,closed
PO-01499,SUP-026,manufacturing,services,2024-05-08,2024-05-23,27510.52,net_60,closed
PO-01500,SUP-006,logistics,mro,2024-10-04,2024-10-11,101449.89,net_90,closed
PO-01501,SUP-031,facilities,mro,2024-12-10,2024-12-17,50671.26,net_30,closed
PO-01502,SUP-031,logistics,mro,2025-09-08,2025-09-22,60215.68,net_30,closed
PO-01503,SUP-035,logistics,mro,2024-04-29,2024-05-12,64944.36,net_60,closed
PO-01504,SUP-015,corporate,services,2025-06-17,2025-07-12,4015.65,net_60,closed
PO-01505,SUP-031,it,mro,2024-05-04,2024-05-15,87788.57,net_90,closed
PO-01506,SUP-006,logistics,mro,2024-09-20,2024-10-03,198560.15,net_60,closed
PO-01507,SUP-006,manufacturing,mro,2024-11-23,2024-12-05,75364.5,net_90,closed
PO-01508,SUP-023,facilities,mro,2025-06-04,2025-07-19,29782.81,net_30,closed
PO-01509,SUP-009,it,direct_materials,2025-08-04,2025-08-11,3968881.07,net_90,closed
PO-01510,SUP-035,facilities,mro,2024-04-04,2024-04-15,28614.63,net_30,closed
PO-01511,SUP-031,manufacturing,mro,2026-01-13,2026-01-24,18940.71,net_90,closed
PO-01512,SUP-031,manufacturing,mro,2024-12-21,2025-01-03,42856.04,net_30,closed
PO-01513,SUP-031,corporate,mro,2024-12-30,2025-01-09,110872.75,net_30,closed
PO-01514,SUP-031,facilities,mro,2025-10-04,2025-10-18,60936.64,net_30,closed
